,ene,err,name,i,dmc_type,Jas,Jas_mol,delta,tau
43,-5.856242121190007,0.03793525562259247,02_Water-MeOH,2,DMCdla5,Jopt,Jdimer,0.026290242189134005,0.003
44,-7.998450552522627,0.04500305357256245,03_Water-MeNH2,3,DMCdla5,Jopt,Jopt,0.08290739062067587,0.1
45,-7.528634991522267,0.04158325462607766,03_Water-MeNH2,3,DMCdla5,Jopt,Jopt,0.08290739062067587,0.05
46,-7.431694702821915,0.03825377517396077,03_Water-MeNH2,3,DMCdla5,Jopt,Jopt,0.08290739062067587,0.04
47,-7.431346551318711,0.039290673473800886,03_Water-MeNH2,3,DMCdla5,Jopt,Jopt,0.08290739062067587,0.03
48,-7.241136815719074,0.04285464374765821,03_Water-MeNH2,3,DMCdla5,Jopt,Jopt,0.08290739062067587,0.01
49,-7.218353308719088,0.038538084477005574,03_Water-MeNH2,3,DMCdla5,Jopt,Jopt,0.08290739062067587,0.003
50,-8.145315831819971,0.043468338914360076,03_Water-MeNH2,3,DMCdla5,Jopt,Jdimer,0.08290739062067587,0.1
51,-7.461915932119155,0.03977190328324664,03_Water-MeNH2,3,DMCdla5,Jopt,Jdimer,0.08290739062067587,0.03
52,-7.192949185619,0.043125112829904194,03_Water-MeNH2,3,DMCdla5,Jopt,Jdimer,0.08290739062067587,0.01
53,-7.201646051518765,0.03963202638063691,03_Water-MeNH2,3,DMCdla5,Jopt,Jdimer,0.08290739062067587,0.003
54,-9.28771333743498,0.06326320830733026,04_Water-Peptide,4,DMCdla5,Jopt,Jopt,0.1542200945332297,0.1
55,-8.694948080930772,0.05460552864852198,04_Water-Peptide,4,DMCdla5,Jopt,Jopt,0.1542200945332297,0.05
56,-8.64280718583177,0.055290158456099116,04_Water-Peptide,4,DMCdla5,Jopt,Jopt,0.1542200945332297,0.04
57,-8.57857264113045,0.06023711133121703,04_Water-Peptide,4,DMCdla5,Jopt,Jopt,0.1542200945332297,0.03
58,-8.44878858393713,0.060517816245127684,04_Water-Peptide,4,DMCdla5,Jopt,Jopt,0.1542200945332297,0.01
59,-8.569812210236705,0.0573084986146461,04_Water-Peptide,4,DMCdla5,Jopt,Jopt,0.1542200945332297,0.003
60,-9.835471259932092,0.06377264057253272,04_Water-Peptide,4,DMCdla5,Jopt,Jdimer,0.1542200945332297,0.1
61,-8.788819971930934,0.06071647855757045,04_Water-Peptide,4,DMCdla5,Jopt,Jdimer,0.1542200945332297,0.03
62,-8.476380379033799,0.06478637239994735,04_Water-Peptide,4,DMCdla5,Jopt,Jdimer,0.1542200945332297,0.01
63,-8.634272721534217,0.05862596293882006,04_Water-Peptide,4,DMCdla5,Jopt,Jdimer,0.1542200945332297,0.003
64,-6.289111802234402,0.06979869916913434,05_MeOH-MeOH,5,DMCdla5,Jopt,Jopt,0.03345293793245219,0.1
65,-6.270507171731879,0.057145627471198036,05_MeOH-MeOH,5,DMCdla5,Jopt,Jopt,0.03345293793245219,0.05
66,-6.205212582030072,0.05523299726408343,05_MeOH-MeOH,5,DMCdla5,Jopt,Jopt,0.03345293793245219,0.04
67,-6.187788716331852,0.05684853433130305,05_MeOH-MeOH,5,DMCdla5,Jopt,Jopt,0.03345293793245219,0.03
68,-6.1132615232309035,0.06684198466034161,05_MeOH-MeOH,5,DMCdla5,Jopt,Jopt,0.03345293793245219,0.02
69,-6.20493984343193,0.06034620643786844,05_MeOH-MeOH,5,DMCdla5,Jopt,Jopt,0.03345293793245219,0.01
70,-5.939761234632897,0.05720670057674736,05_MeOH-MeOH,5,DMCdla5,Jopt,Jopt,0.03345293793245219,0.006
71,-5.9733194891305175,0.054768188306371854,05_MeOH-MeOH,5,DMCdla5,Jopt,Jopt,0.03345293793245219,0.003
72,-6.843589989832253,0.06764325664732704,05_MeOH-MeOH,5,DMCdla5,Jopt,Jdimer,0.03345293793245219,0.1
73,-6.227920550732961,0.05994098543102593,05_MeOH-MeOH,5,DMCdla5,Jopt,Jdimer,0.03345293793245219,0.03
74,-6.22825691563412,0.05925293689354493,05_MeOH-MeOH,5,DMCdla5,Jopt,Jdimer,0.03345293793245219,0.01
75,-6.049597816931055,0.05012613180305729,05_MeOH-MeOH,5,DMCdla5,Jopt,Jdimer,0.03345293793245219,0.003
76,-8.15431871542387,0.05346258409950292,06_MeOH-MeNH2,6,DMCdla5,Jopt,Jopt,0.19607749392162077,0.1
77,-8.007082013818945,0.046282484381276044,06_MeOH-MeNH2,6,DMCdla5,Jopt,Jopt,0.19607749392162077,0.05
78,-7.972271755519614,0.04307463663783165,06_MeOH-MeNH2,6,DMCdla5,Jopt,Jopt,0.19607749392162077,0.04
79,-7.9801775246196485,0.04751852232205648,06_MeOH-MeNH2,6,DMCdla5,Jopt,Jopt,0.19607749392162077,0.03
80,-7.94457489711931,0.04772995358159962,06_MeOH-MeNH2,6,DMCdla5,Jopt,Jopt,0.19607749392162077,0.01
81,-7.820005826421038,0.04353293489397392,06_MeOH-MeNH2,6,DMCdla5,Jopt,Jopt,0.19607749392162077,0.003
82,-8.460956841321604,0.051714817794463075,06_MeOH-MeNH2,6,DMCdla5,Jopt,Jdimer,0.19607749392162077,0.1
83,-7.99766890652063,0.04827208944808079,06_MeOH-MeNH2,6,DMCdla5,Jopt,Jdimer,0.19607749392162077,0.03
84,-7.894110551320409,0.047449861813319956,06_MeOH-MeNH2,6,DMCdla5,Jopt,Jdimer,0.19607749392162077,0.01
85,-7.882614782320161,0.042703040328612885,06_MeOH-MeNH2,6,DMCdla5,Jopt,Jdimer,0.19607749392162077,0.003
86,-9.253863182595524,0.0682257832415052,07_MeOH-Peptide,7,DMCdla5,Jopt,Jopt,0.14141062479757238,0.1
87,-8.789883543897304,0.05813828518736379,07_MeOH-Peptide,7,DMCdla5,Jopt,Jopt,0.14141062479757238,0.05
88,-8.707609702392801,0.06007567934849246,07_MeOH-Peptide,7,DMCdla5,Jopt,Jopt,0.14141062479757238,0.04
89,-8.676335659696633,0.06226531748765056,07_MeOH-Peptide,7,DMCdla5,Jopt,Jopt,0.14141062479757238,0.03
90,-8.542473450095713,0.06445057498414329,07_MeOH-Peptide,7,DMCdla5,Jopt,Jopt,0.14141062479757238,0.01
91,-8.553718001498055,0.06282693581928508,07_MeOH-Peptide,7,DMCdla5,Jopt,Jopt,0.14141062479757238,0.003
92,-9.961393951693026,0.06834783451560837,07_MeOH-Peptide,7,DMCdla5,Jopt,Jdimer,0.14141062479757238,0.1
93,-8.873504991592199,0.0630007010755043,07_MeOH-Peptide,7,DMCdla5,Jopt,Jdimer,0.14141062479757238,0.03
94,-8.567788529493555,0.06810896147204519,07_MeOH-Peptide,7,DMCdla5,Jopt,Jdimer,0.14141062479757238,0.01
95,-8.697494725896831,0.06279238054433882,07_MeOH-Peptide,7,DMCdla5,Jopt,Jdimer,0.14141062479757238,0.003
96,-5.569171572375126,0.04829560312177857,08_MeOH-Water,8,DMCdla5,Jopt,Jopt,0.03645365727425087,0.1
97,-5.467692036572771,0.040993212861481415,08_MeOH-Water,8,DMCdla5,Jopt,Jopt,0.03645365727425087,0.05
98,-5.42082244957237,0.041046991377591435,08_MeOH-Water,8,DMCdla5,Jopt,Jopt,0.03645365727425087,0.04
99,-5.377768617374386,0.0398318592547215,08_MeOH-Water,8,DMCdla5,Jopt,Jopt,0.03645365727425087,0.03
100,-5.263957914674393,0.042968411029934414,08_MeOH-Water,8,DMCdla5,Jopt,Jopt,0.03645365727425087,0.01
101,-5.299089566373368,0.042160133675449254,08_MeOH-Water,8,DMCdla5,Jopt,Jopt,0.03645365727425087,0.003
102,-5.963876913372587,0.04724815699234648,08_MeOH-Water,8,DMCdla5,Jopt,Jdimer,0.03645365727425087,0.1
103,-5.4309784506749565,0.04162958760107834,08_MeOH-Water,8,DMCdla5,Jopt,Jdimer,0.03645365727425087,0.03
104,-5.289551702575409,0.04278809699698555,08_MeOH-Water,8,DMCdla5,Jopt,Jdimer,0.03645365727425087,0.01
105,-5.296051681074459,0.04112291962122703,08_MeOH-Water,8,DMCdla5,Jopt,Jdimer,0.03645365727425087,0.003
106,-3.5538739852454455,0.05220038618563691,09_MeNH2-MeOH,9,DMCdla5,Jopt,Jopt,-0.03534247495554155,0.1
107,-3.3637979556424398,0.04941775291233296,09_MeNH2-MeOH,9,DMCdla5,Jopt,Jopt,-0.03534247495554155,0.05
108,-3.2973370583422366,0.0450116020163027,09_MeNH2-MeOH,9,DMCdla5,Jopt,Jopt,-0.03534247495554155,0.04
109,-3.3131685724438285,0.04873408775135281,09_MeNH2-MeOH,9,DMCdla5,Jopt,Jopt,-0.03534247495554155,0.03
110,-3.233468476544658,0.04867571140858584,09_MeNH2-MeOH,9,DMCdla5,Jopt,Jopt,-0.03534247495554155,0.01
111,-3.0966975193423423,0.04792250213090101,09_MeNH2-MeOH,9,DMCdla5,Jopt,Jopt,-0.03534247495554155,0.003
112,-3.86051211114318,0.05040887619108093,09_MeNH2-MeOH,9,DMCdla5,Jopt,Jdimer,-0.03534247495554155,0.1
113,-3.33065995434481,0.04946914154266565,09_MeNH2-MeOH,9,DMCdla5,Jopt,Jdimer,-0.03534247495554155,0.03
114,-3.1830041307457577,0.048401092945649885,09_MeNH2-MeOH,9,DMCdla5,Jopt,Jdimer,-0.03534247495554155,0.01
115,-3.159306475241465,0.04716989975938446,09_MeNH2-MeOH,9,DMCdla5,Jopt,Jdimer,-0.03534247495554155,0.003
116,-4.503608062950661,0.06088922425087805,10_MeNH2-MeNH2,10,DMCdla5,Jopt,Jopt,-0.009435950851184316,0.1
117,-4.324334185748739,0.054554085203691906,10_MeNH2-MeNH2,10,DMCdla5,Jopt,Jopt,-0.009435950851184316,0.05
118,-4.3291579785473004,0.050218753301519974,10_MeNH2-MeNH2,10,DMCdla5,Jopt,Jopt,-0.009435950851184316,0.04
119,-4.354039934347384,0.05499274106634147,10_MeNH2-MeNH2,10,DMCdla5,Jopt,Jopt,-0.009435950851184316,0.03
120,-4.100465572650137,0.050726968029840946,10_MeNH2-MeNH2,10,DMCdla5,Jopt,Jopt,-0.009435950851184316,0.02
121,-4.364964857446466,0.05743536205677872,10_MeNH2-MeNH2,10,DMCdla5,Jopt,Jopt,-0.009435950851184316,0.01
122,-4.176915847750934,0.049455293445485084,10_MeNH2-MeNH2,10,DMCdla5,Jopt,Jopt,-0.009435950851184316,0.003
123,-4.562406127148279,0.0571703051364364,10_MeNH2-MeNH2,10,DMCdla5,Jopt,Jdimer,-0.009435950851184316,0.1
124,-4.348890863748238,0.05433023389616031,10_MeNH2-MeNH2,10,DMCdla5,Jopt,Jdimer,-0.009435950851184316,0.03
125,-4.240719093646476,0.057644935461241435,10_MeNH2-MeNH2,10,DMCdla5,Jopt,Jdimer,-0.009435950851184316,0.01
126,-4.225855431748641,0.05144399228190247,10_MeNH2-MeNH2,10,DMCdla5,Jopt,Jdimer,-0.009435950851184316,0.003
127,-5.842569518867094,0.06233924684061376,11_MeNH2-Peptide,11,DMCdla5,Jopt,Jopt,-0.08428042993182316,0.1
128,-5.546394175165915,0.05763788498116033,11_MeNH2-Peptide,11,DMCdla5,Jopt,Jopt,-0.08428042993182316,0.05
129,-5.535394620168518,0.059497752547944094,11_MeNH2-Peptide,11,DMCdla5,Jopt,Jopt,-0.08428042993182316,0.04
130,-5.546134627566062,0.057728661096406626,11_MeNH2-Peptide,11,DMCdla5,Jopt,Jopt,-0.08428042993182316,0.03
131,-5.419688059770124,0.06194211715974092,11_MeNH2-Peptide,11,DMCdla5,Jopt,Jopt,-0.08428042993182316,0.02
132,-5.521479621569597,0.0635288927871907,11_MeNH2-Peptide,11,DMCdla5,Jopt,Jopt,-0.08428042993182316,0.01
133,-5.36300705917165,0.0626231758056374,11_MeNH2-Peptide,11,DMCdla5,Jopt,Jopt,-0.08428042993182316,0.003
134,-6.30226022626448,0.06218640751444626,11_MeNH2-Peptide,11,DMCdla5,Jopt,Jdimer,-0.08428042993182316,0.1
135,-5.720663506966957,0.05758748651182884,11_MeNH2-Peptide,11,DMCdla5,Jopt,Jdimer,-0.08428042993182316,0.03
136,-5.473013282968168,0.06752475252414808,11_MeNH2-Peptide,11,DMCdla5,Jopt,Jdimer,-0.08428042993182316,0.01
137,-5.493114411667193,0.06394698781963694,11_MeNH2-Peptide,11,DMCdla5,Jopt,Jdimer,-0.08428042993182316,0.003
138,-8.179850022717801,0.04409926236552802,12_MeNH2-Water,12,DMCdla5,Jopt,Jopt,0.09729766591772204,0.1
139,-7.723217093716812,0.04175162385323534,12_MeNH2-Water,12,DMCdla5,Jopt,Jopt,0.09729766591772204,0.05
140,-7.774692934917766,0.03806672627102716,12_MeNH2-Water,12,DMCdla5,Jopt,Jopt,0.09729766591772204,0.04
141,-7.753817524018814,0.03839776895731705,12_MeNH2-Water,12,DMCdla5,Jopt,Jopt,0.09729766591772204,0.03
142,-7.553207935716273,0.03883653674969377,12_MeNH2-Water,12,DMCdla5,Jopt,Jopt,0.09729766591772204,0.02
143,-7.643114512415195,0.041701689379950765,12_MeNH2-Water,12,DMCdla5,Jopt,Jopt,0.09729766591772204,0.01
144,-7.547422652118257,0.04242754640766963,12_MeNH2-Water,12,DMCdla5,Jopt,Jopt,0.09729766591772204,0.003
145,-8.326715302015145,0.042531947972111746,12_MeNH2-Water,12,DMCdla5,Jopt,Jdimer,0.09729766591772204,0.1
146,-7.784386904819257,0.03889004923687531,12_MeNH2-Water,12,DMCdla5,Jopt,Jdimer,0.09729766591772204,0.03
147,-7.5949268823151215,0.04197958745622883,12_MeNH2-Water,12,DMCdla5,Jopt,Jdimer,0.09729766591772204,0.01
148,-7.530715394917934,0.04342361401419327,12_MeNH2-Water,12,DMCdla5,Jopt,Jdimer,0.09729766591772204,0.003
149,-6.976779114527744,0.07117289336564459,13_Peptide-MeOH,13,DMCdla5,Jopt,Jopt,-0.08140916447155178,0.1
150,-6.613089305332323,0.06228185338650878,13_Peptide-MeOH,13,DMCdla5,Jopt,Jopt,-0.08140916447155178,0.05
151,-6.544951052925171,0.057808929845059746,13_Peptide-MeOH,13,DMCdla5,Jopt,Jopt,-0.08140916447155178,0.04
152,-6.484586536631468,0.06233854176340056,13_Peptide-MeOH,13,DMCdla5,Jopt,Jopt,-0.08140916447155178,0.03
153,-6.414651365730606,0.06888645065109629,13_Peptide-MeOH,13,DMCdla5,Jopt,Jopt,-0.08140916447155178,0.02
154,-6.411050359329238,0.062411894940269726,13_Peptide-MeOH,13,DMCdla5,Jopt,Jopt,-0.08140916447155178,0.01
155,-6.296061293829553,0.06352100427492008,13_Peptide-MeOH,13,DMCdla5,Jopt,Jopt,-0.08140916447155178,0.003
156,-7.684309883627066,0.07128989924311542,13_Peptide-MeOH,13,DMCdla5,Jopt,Jdimer,-0.08140916447155178,0.1
157,-6.681755868530672,0.06307307161819822,13_Peptide-MeOH,13,DMCdla5,Jopt,Jdimer,-0.08140916447155178,0.03
158,-6.436365438728899,0.06618306918728628,13_Peptide-MeOH,13,DMCdla5,Jopt,Jdimer,-0.08140916447155178,0.01
159,-6.43983801822651,0.06348682677594548,13_Peptide-MeOH,13,DMCdla5,Jopt,Jdimer,-0.08140916447155178,0.003
160,-8.23855993797406,0.06768310837614673,14_Peptide-MeNH2,14,DMCdla5,Jopt,Jopt,0.059881732777284924,0.1
161,-7.747616083477624,0.058731823780164415,14_Peptide-MeNH2,14,DMCdla5,Jopt,Jopt,0.059881732777284924,0.05
162,-7.724722978276986,0.05552695032163115,14_Peptide-MeNH2,14,DMCdla5,Jopt,Jopt,0.059881732777284924,0.04
163,-7.794263780275287,0.06053755044703379,14_Peptide-MeNH2,14,DMCdla5,Jopt,Jopt,0.059881732777284924,0.03
164,-7.673377597075159,0.06534305787585779,14_Peptide-MeNH2,14,DMCdla5,Jopt,Jopt,0.059881732777284924,0.02
165,-7.631929787978152,0.056836862761385325,14_Peptide-MeNH2,14,DMCdla5,Jopt,Jopt,0.059881732777284924,0.01
166,-7.4663325281781,0.061755167899012295,14_Peptide-MeNH2,14,DMCdla5,Jopt,Jopt,0.059881732777284924,0.003
167,-8.698250645373264,0.0675423625760532,14_Peptide-MeNH2,14,DMCdla5,Jopt,Jdimer,0.059881732777284924,0.1
168,-7.968792659674364,0.060402941194063205,14_Peptide-MeNH2,14,DMCdla5,Jopt,Jdimer,0.059881732777284924,0.03
169,-7.583463449376723,0.06127071856309196,14_Peptide-MeNH2,14,DMCdla5,Jopt,Jdimer,0.059881732777284924,0.01
170,-7.596439880673643,0.0630971938001701,14_Peptide-MeNH2,14,DMCdla5,Jopt,Jdimer,0.059881732777284924,0.003
171,-8.707252827487537,0.10246466710052526,15_Peptide-Peptide,15,DMCdla5,Jopt,Jopt,0.2385824135853909,0.1
172,-8.737162670389807,0.09001662733451371,15_Peptide-Peptide,15,DMCdla5,Jopt,Jopt,0.2385824135853909,0.05
173,-8.588942426984431,0.08650085615946669,15_Peptide-Peptide,15,DMCdla5,Jopt,Jopt,0.2385824135853909,0.04
174,-8.773634564582608,0.08481171372224484,15_Peptide-Peptide,15,DMCdla5,Jopt,Jopt,0.2385824135853909,0.03
175,-8.886129379287013,0.10252021470504817,15_Peptide-Peptide,15,DMCdla5,Jopt,Jopt,0.2385824135853909,0.02
176,-8.713657982189034,0.09189734626644112,15_Peptide-Peptide,15,DMCdla5,Jopt,Jopt,0.2385824135853909,0.01
177,-8.835221913985151,0.09561768959443388,15_Peptide-Peptide,15,DMCdla5,Jopt,Jopt,0.2385824135853909,0.003
178,-9.567836178088328,0.10422059381951898,15_Peptide-Peptide,15,DMCdla5,Jopt,Jdimer,0.2385824135853909,0.1
179,-9.127841393979907,0.08485478891817122,15_Peptide-Peptide,15,DMCdla5,Jopt,Jdimer,0.2385824135853909,0.03
180,-8.740971068786166,0.10254605023988504,15_Peptide-Peptide,15,DMCdla5,Jopt,Jdimer,0.2385824135853909,0.01
181,-9.046497034978529,0.0980423616817762,15_Peptide-Peptide,15,DMCdla5,Jopt,Jdimer,0.2385824135853909,0.003
182,-5.494505097491128,0.06500383381657995,16_Peptide-Water,16,DMCdla5,Jopt,Jopt,0.04705299869237933,0.1
183,-5.4026135485946725,0.05373534986208572,16_Peptide-Water,16,DMCdla5,Jopt,Jopt,0.04705299869237933,0.05
184,-5.332515771993712,0.05545599194513512,16_Peptide-Water,16,DMCdla5,Jopt,Jopt,0.04705299869237933,0.04
185,-5.404994942995472,0.05761873332518095,16_Peptide-Water,16,DMCdla5,Jopt,Jopt,0.04705299869237933,0.03
186,-5.3487258664954425,0.06363119555406378,16_Peptide-Water,16,DMCdla5,Jopt,Jopt,0.04705299869237933,0.02
187,-5.325416748895805,0.05892016226503398,16_Peptide-Water,16,DMCdla5,Jopt,Jopt,0.04705299869237933,0.01
188,-5.334751960590438,0.05794332416855755,16_Peptide-Water,16,DMCdla5,Jopt,Jopt,0.04705299869237933,0.003
189,-6.0422630199900595,0.06549972954990217,16_Peptide-Water,16,DMCdla5,Jopt,Jdimer,0.04705299869237933,0.1
190,-5.615242273794138,0.05811970076403349,16_Peptide-Water,16,DMCdla5,Jopt,Jdimer,0.04705299869237933,0.03
191,-5.353008543994292,0.06329655193613277,16_Peptide-Water,16,DMCdla5,Jopt,Jdimer,0.04705299869237933,0.01
192,-5.3992124718879495,0.059246673600646595,16_Peptide-Water,16,DMCdla5,Jopt,Jdimer,0.04705299869237933,0.003
193,-17.681280228483956,0.1363757232657529,17_Uracil-Uracil_BP,17,DMCdla5,Jopt,Jopt,0.5777758344775066,0.1
194,-17.74300582568685,0.11686827924825137,17_Uracil-Uracil_BP,17,DMCdla5,Jopt,Jopt,0.5777758344775066,0.05
195,-17.73128968507808,0.15489252892581662,17_Uracil-Uracil_BP,17,DMCdla5,Jopt,Jopt,0.5777758344775066,0.04
196,-17.784956874980708,0.08546694815390213,17_Uracil-Uracil_BP,17,DMCdla5,Jopt,Jopt,0.5777758344775066,0.03
197,-17.736453670368064,0.12853812146103977,17_Uracil-Uracil_BP,17,DMCdla5,Jopt,Jopt,0.5777758344775066,0.02
198,-17.897548774068127,0.08492932309746759,17_Uracil-Uracil_BP,17,DMCdla5,Jopt,Jopt,0.5777758344775066,0.01
199,-17.638202601272496,0.11673603853818715,17_Uracil-Uracil_BP,17,DMCdla5,Jopt,Jopt,0.5777758344775066,0.003
200,-17.976707366280607,0.13325761344977058,17_Uracil-Uracil_BP,17,DMCdla5,Jopt,Jdimer,0.5777758344775066,0.1
201,-17.846693202576716,0.0878690400352104,17_Uracil-Uracil_BP,17,DMCdla5,Jopt,Jdimer,0.5777758344775066,0.03
202,-17.963870275270892,0.08470753161551939,17_Uracil-Uracil_BP,17,DMCdla5,Jopt,Jdimer,0.5777758344775066,0.01
203,-17.743029735880555,0.10021632239636752,17_Uracil-Uracil_BP,17,DMCdla5,Jopt,Jdimer,0.5777758344775066,0.003
204,-8.060750158605515,0.06031506816447726,18_Water-Pyridine,18,DMCdla5,Jopt,Jopt,0.10518832789966837,0.1
205,-7.553180440496362,0.05221365578442762,18_Water-Pyridine,18,DMCdla5,Jopt,Jopt,0.10518832789966837,0.05
206,-7.402209327501623,0.05403554318953022,18_Water-Pyridine,18,DMCdla5,Jopt,Jopt,0.10518832789966837,0.04
207,-7.380179975294595,0.046092668183609756,18_Water-Pyridine,18,DMCdla5,Jopt,Jopt,0.10518832789966837,0.03
208,-7.473090349099948,0.06953910466957523,18_Water-Pyridine,18,DMCdla5,Jopt,Jopt,0.10518832789966837,0.02
209,-7.3797196951964,0.061517217210969435,18_Water-Pyridine,18,DMCdla5,Jopt,Jopt,0.10518832789966837,0.01
210,-7.262831004198233,0.05263356095300511,18_Water-Pyridine,18,DMCdla5,Jopt,Jopt,0.10518832789966837,0.003
211,-7.953252144801809,0.05955340134475432,18_Water-Pyridine,18,DMCdla5,Jopt,Jdimer,0.10518832789966837,0.1
212,-7.378016088994627,0.04820015216520695,18_Water-Pyridine,18,DMCdla5,Jopt,Jdimer,0.10518832789966837,0.03
213,-7.365800488594687,0.0615255864103931,18_Water-Pyridine,18,DMCdla5,Jopt,Jdimer,0.10518832789966837,0.01
214,-7.201745110298361,0.06179323315208432,18_Water-Pyridine,18,DMCdla5,Jopt,Jdimer,0.10518832789966837,0.003
215,-8.384704806514492,0.0631355287723362,19_MeOH-Pyridine,19,DMCdla5,Jopt,Jopt,0.21556999611493666,0.1
216,-8.08265743981974,0.06455777936384759,19_MeOH-Pyridine,19,DMCdla5,Jopt,Jopt,0.21556999611493666,0.05
