,mol1,mol2,dmc_type,dmc_Jas,ene,err,units,TotTimeSim[au],Pop,Pop-err,Var[au],tau_eff[au],corr-time[au],machine,N_MPI,cost,target_weight,ID,tau[au],name,ref1,delta1,ref2,delta2,mol_Jas,ene1,err1,ene2,err2,Eb,Eberr,tau
15,Water,Water,DMCtm5,Jopt,-21596.4265871057,0.0271475050549137,kcal/mol,1050.0,63763.01153846154,1.2642505631145482,0.5840354991761535,0.0854193979148337,0.1999628174539189,linuxpc-intel-slurm-parallel.peta4,64.0,0.91571797,64000.0,1,0.1,01_Water-Water,01_2,0.030970661566243507,01_2,0.0,Jopt,-10795.6555693432,0.0187363418210724,,,-5.1464190808655985,0.046272984019304735,0.1
16,Water,Water,DMCtm5,Jopt,-21593.9218761287,0.0238279615026476,kcal/mol,1230.0,63869.46982737422,0.8680894167667188,0.5661351997460365,0.0549099741917497,0.160075932903736,linuxpc-intel-slurm-parallel.peta4,64.0,0.9293857299999998,64000.0,1,0.06,01_Water-Water,01_2,0.030970661566243507,01_2,0.0,Jopt,-10794.4602343999,0.0162652815662531,,,-5.032377990468376,0.040323805463889785,0.06
17,Water,Water,DMCtm5,Jopt,-21593.2066102973,0.0197607042716106,kcal/mol,1215.0,63953.91647164268,0.6550746972835493,0.5521204377999678,0.0288622122596885,0.1315636033974785,linuxpc-intel-slurm-parallel.peta4,64.0,0.9022617299999998,64000.0,1,0.03,01_Water-Water,01_2,0.030970661566243507,01_2,0.0,Jopt,-10794.1518748803,0.0142783523741027,,,-4.933831198268308,0.034727090568981246,0.03
18,Water,Water,DMCtm5,Jopt,-21593.9027139483,0.0220364743382265,kcal/mol,1005.0,63984.356412060304,0.4145538557690737,0.5402010607761037,0.0099063090245531,0.1259386163669937,linuxpc-intel-slurm-parallel.peta4,64.0,0.883902361,64000.0,1,0.01,01_Water-Water,01_2,0.030970661566243507,01_2,0.0,Jopt,-10794.4855297252,0.0145318008570397,,,-4.9626251594672794,0.03647326618023061,0.01
19,Water,Water,DMCtm5,Jopt,-21594.2827292598,0.0203220807026254,kcal/mol,1203.0,63979.62469509588,0.2829172861338716,0.5390955862581005,0.0059715715112334,0.1278226351253366,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.2766345422535211,64000.0,1,0.006,01_Water-Water,01_2,0.030970661566243507,01_2,0.0,Jopt,-10794.6613463323,0.013321674973411,,,-4.99100725676908,0.03350902953642256,0.006
20,Water,Water,DMCtm5,Jopt,-21594.5621915885,0.0251216585202138,kcal/mol,1021.5,64000.36250096392,0.2257981088876681,0.5371091245170712,0.0029944573978389,0.1269941730741134,linuxpc-intel-slurm-parallel.peta4,64.0,0.884065264102564,64000.0,1,0.003,01_Water-Water,01_2,0.030970661566243507,01_2,0.0,Jopt,-10794.8071962234,0.0161696502542534,,,-4.978769803263276,0.04095031238202877,0.003
21,Water,Water,DMCtm5,JoptLA,-21599.485845655,0.0267893546073787,kcal/mol,1050.0,63628.20942307692,1.33290985370179,0.5963515873463652,0.0854246115557468,0.1902801224394427,linuxpc-intel-slurm-parallel.peta4,64.0,0.9221106300000002,64000.0,1,0.1,01_Water-Water,01_2,0.030970661566243507,01_2,0.0,JoptLA,-10796.9954084519,0.0190584781544121,,,-5.525999412766396,0.04658939663194508,0.1
22,Water,Water,DMCtm5,JoptLA,-21596.2394713064,0.021219867722321,kcal/mol,1230.0,63784.97295037624,0.8539872653484852,0.5719105155506177,0.0549133294826848,0.1536190523748097,linuxpc-intel-slurm-parallel.peta4,64.0,0.9052451549999998,64000.0,1,0.06,01_Water-Water,01_2,0.030970661566243507,01_2,0.0,JoptLA,-10795.4949460443,0.0142184496662296,,,-5.280549879364116,0.035481544918411025,0.06
23,Water,Water,DMCtm5,JoptLA,-21594.7426612819,0.021171561456522,kcal/mol,1215.0,63898.23420305731,0.6159660200215249,0.5727477237087976,0.028863442750023,0.1348791516598232,linuxpc-intel-slurm-parallel.peta4,64.0,0.8926558899999998,64000.0,1,0.03,01_Water-Water,01_2,0.030970661566243507,01_2,0.0,JoptLA,-10794.8189590475,0.0130608699756759,,,-5.135713848467276,0.033624103149278745,0.03
24,Water,Water,DMCtm5,JoptLA,-21594.5752693962,0.0226847218987678,kcal/mol,1010.0,63929.3937,0.5671370399600449,0.5527554979624135,0.0195412645457937,0.1264791200640362,linuxpc-intel-slurm-parallel.peta4,64.0,0.9163675640000004,64000.0,1,0.02,01_Water-Water,01_2,0.030970661566243507,01_2,0.0,JoptLA,-10794.7383690056,0.0135454930574059,,,-5.129502046565904,0.035334376127184715,0.02
25,Water,Water,DMCtm5,JoptLA,-21594.6582797602,0.0204997010358438,kcal/mol,1005.0,63963.003226130655,0.419906435175953,0.5487010891912492,0.0099064632188389,0.1178615099705242,linuxpc-intel-slurm-parallel.peta4,64.0,0.8910228740000001,64000.0,1,0.01,01_Water-Water,01_2,0.030970661566243507,01_2,0.0,JoptLA,-10794.82430472,0.0140588088741139,,,-5.040640981766046,0.034797100028514306,0.01
26,Water,Water,DMCtm5,JoptLA,-21594.8537505891,0.0209711570675259,kcal/mol,1203.0,63979.90878274733,0.2899244946774268,0.5484351138183677,0.0059716231099081,0.1168342176465199,linuxpc-intel-slurm-parallel.peta4,64.0,0.8979901549295771,64000.0,1,0.006,01_Water-Water,01_2,0.030970661566243507,01_2,0.0,JoptLA,-10794.90030234,0.0137065379485861,,,-5.084116570666083,0.03451472379861911,0.006
27,Water,Water,DMCtm5,JoptLA,-21595.0054299524,0.0214776553290164,kcal/mol,1021.5,63990.79807572531,0.2261808722717673,0.5418812534332736,0.0029944674998214,0.114309828695407,linuxpc-intel-slurm-parallel.peta4,128.0,0.4493831213270142,64000.0,1,0.003,01_Water-Water,01_2,0.030970661566243507,01_2,0.0,JoptLA,-10794.982683874,0.0142783605034698,,,-5.071032865969755,0.03573200236622924,0.003
28,Water,MeOH,DMCdla5,Jopt,-25933.5850171318,0.0383737117513726,kcal/mol,1650.0,63566.85547017929,2.3739012681183875,0.6386044600704286,0.1956174035815615,0.6236024918811888,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.29270586,64000.0,2,0.3,02_Water-MeOH,01_2,0.0417951510680723,55_2,-0.015504908878938295,Jopt,-10810.0422178178,0.0229451837032987,-15117.3247880128,0.0326318065367606,-6.244301543390975,0.05535212739008437,0.3
29,Water,MeOH,DMCdla5,Jopt,-25928.6012438096,0.0376616379959239,kcal/mol,1275.0,63613.32628458498,1.97373509656628,0.6252322884744381,0.1749757284676154,0.5216232976079123,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.2911188,64000.0,2,0.25,02_Water-MeOH,01_2,0.0417951510680723,55_2,-0.015504908878938295,Jopt,-10808.051217961,0.0228259058663577,-15114.4786668391,0.0293013905743935,-6.09764925168929,0.05289605320578273,0.25
30,Water,MeOH,DMCdla5,Jopt,-25923.5516578269,0.0390776488833431,kcal/mol,1100.0,63716.78605504587,2.081527622905281,0.6385539758086567,0.150510331894646,0.4519328114719343,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.29151212,64000.0,2,0.2,02_Water-MeOH,01_2,0.0417951510680723,55_2,-0.015504908878938295,Jopt,-10805.9770610975,0.023093327533983,-15111.6290983019,0.0288506144860784,-5.971788669690795,0.053784034574081374,0.2
31,Water,MeOH,DMCdla5,Jopt,-25919.7586115505,0.0372758411675091,kcal/mol,1136.0,63765.48983942021,1.674120977615926,0.624394754219027,0.1277528756782076,0.3780421610934743,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.2935260571428571,64000.0,2,0.16,02_Water-MeOH,01_2,0.0417951510680723,55_2,-0.015504908878938295,Jopt,-10804.3226206389,0.0211402021659279,-15109.3782156265,0.0272523297348984,-6.084065527287748,0.05078470201095303,0.16
32,Water,MeOH,DMCdla5,Jopt,-25916.8120552256,0.0317305309984109,kcal/mol,1313.0,63836.47051780904,1.4154829593350142,0.6305877795157805,0.1085745020205145,0.3388612823934882,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.29559108,64000.0,2,0.13,02_Water-MeOH,01_2,0.0417951510680723,55_2,-0.015504908878938295,Jopt,-10803.0222624461,0.0181919303549716,-15107.8015098019,0.0275625947762524,-6.014573219788872,0.04579813924474605,0.13
33,Water,MeOH,DMCdla5,Jopt,-25914.0704610886,0.034616575203035,kcal/mol,1050.0,63881.76298076923,1.4059129125747,0.6606801800818509,0.0873820736275918,0.304137165367672,linuxpc-intel-slurm-parallel.peta4-knl,192.0,2.83107826,64000.0,2,0.1,02_Water-MeOH,01_2,0.0417951510680723,55_2,-0.015504908878938295,Jopt,-10801.7717341661,0.0204111042464867,-15106.3503007228,0.0275101841805505,-5.974716441889541,0.04870041774970864,0.1
34,Water,MeOH,DMCdla5,Jopt,-25912.2422352658,0.0307088082559796,kcal/mol,1208.0,63911.503639399,1.1497592971557795,0.6399422981127036,0.0720389209012425,0.272495466738686,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.2957235533333333,64000.0,2,0.08,02_Water-MeOH,01_2,0.0417951510680723,55_2,-0.015504908878938295,Jopt,-10801.0169802621,0.0176778011199763,-15105.4173960072,0.0250301503375603,-5.834149238688042,0.043382530848958385,0.08
35,Water,MeOH,DMCdla5,Jopt,-25910.7732454992,0.0326668989475833,kcal/mol,1230.0,63921.98981950524,0.9957009689612848,0.6625041253996085,0.0556584970848145,0.2843350423684601,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.308622275,64000.0,2,0.06,02_Water-MeOH,01_2,0.0417951510680723,55_2,-0.015504908878938295,Jopt,-10800.3515169432,0.0167959713571462,-15104.6073820862,0.0237594284172567,-5.840636711989646,0.043746329896306044,0.06
36,Water,MeOH,DMCdla5,Jopt,-25910.2190507032,0.0287638163554479,kcal/mol,1275.0,63961.78754940711,0.8666436576398541,0.6501160675727637,0.0470635174346479,0.2379893676423967,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.297865844,64000.0,2,0.05,02_Water-MeOH,01_2,0.0417951510680723,55_2,-0.015504908878938295,Jopt,-10800.0420482421,0.0158111619887648,-15104.2390591655,0.0228671116748147,-5.964233537788459,0.040003184512152776,0.05
37,Water,MeOH,DMCdla5,Jopt,-25909.5791646017,0.0292668430723339,kcal/mol,1220.0,63956.31732231405,0.8192708958155198,0.6648273359713125,0.0381919954986923,0.2369994552402643,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.1633331433333333,64000.0,2,0.04,02_Water-MeOH,01_2,0.0417951510680723,55_2,-0.015504908878938295,Jopt,-10799.7528425277,0.0168557288713182,-15103.954103861,0.0222738325664351,-5.898508455187766,0.04045722823429199,0.04
38,Water,MeOH,DMCdla5,Jopt,-25909.1954235607,0.029624685459043,kcal/mol,1215.0,63974.26716626002,0.707864257361265,0.653365365968408,0.0290417404905816,0.2336104876269358,linuxpc-intel-slurm-parallel.peta4,96.0,0.6342252599999999,64000.0,2,0.03,02_Water-MeOH,01_2,0.0417951510680723,55_2,-0.015504908878938295,Jopt,-10799.530248367,0.0153508187984059,-15103.7383571603,0.022052214208195,-5.953108275589329,0.03999462186110581,0.03
39,Water,MeOH,DMCdla5,Jopt,-25908.891123636,0.0323476990970867,kcal/mol,1010.0,63988.03498,0.6504552259518037,0.6619533945018343,0.0196147992889115,0.2319173550167738,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.163811236,64000.0,2,0.02,02_Water-MeOH,01_2,0.0417951510680723,55_2,-0.015504908878938295,Jopt,-10799.4224072694,0.0177017168451982,-15103.6301648327,0.0267351190822,-5.864841776088724,0.0455465806453421,0.02
40,Water,MeOH,DMCdla5,Jopt,-25908.8623250494,0.0310960256044209,kcal/mol,1005.0,63986.832582914576,0.4571776461027019,0.6665203310087208,0.0099217756317553,0.2236464377803754,linuxpc-intel-slurm-parallel.peta4,128.0,0.4826735570000001,64000.0,2,0.01,02_Water-MeOH,01_2,0.0417951510680723,55_2,-0.015504908878938295,Jopt,-10799.3647183752,0.0170527330896363,-15103.6334147337,0.0247887058531794,-5.890482182687265,0.043269370830792395,0.01
41,Water,MeOH,DMCdla5,Jopt,-25909.0171767581,0.0266132489100855,kcal/mol,1201.5,63981.64004723466,0.2316505269551347,0.6725930929567734,0.0029953932803146,0.2244530829220907,linuxpc-intel-slurm-parallel.peta4-icelake,152.0,0.2785464597499997,64000.0,2,0.003,02_Water-MeOH,01_2,0.0417951510680723,55_2,-0.015504908878938295,Jopt,-10799.4010923498,0.0153341871216281,-15103.783094644,0.0241259955292621,-5.859280006488916,0.03905721409047561,0.003
42,Water,MeNH2,DMCdla5,Jopt,-22496.5717869825,0.0344170791553166,kcal/mol,1650.0,63681.4776802049,2.068065425493413,0.5019248449265883,0.2051390912708106,0.5989626305708261,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.2993112599999999,64000.0,3,0.3,03_Water-MeNH2,01_2,0.10874608164886013,56_2,-0.025838691028184257,Jopt,-10810.0422178178,0.0229451837032987,-11676.3734497103,0.0243846348458642,-10.239026845019907,0.04801694710545005,0.3
43,Water,MeNH2,DMCdla5,Jopt,-22492.7531543404,0.0361431006755908,kcal/mol,1275.0,63720.39822134387,1.9358759938085968,0.502035829840017,0.1823587025014013,0.5091347968550924,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.30301124,64000.0,3,0.25,03_Water-MeNH2,01_2,0.10874608164886013,56_2,-0.025838691028184257,Jopt,-10808.051217961,0.0228259058663577,-11675.1305489576,0.0236050261377117,-9.65429481242063,0.04883178231467461,0.25
44,Water,MeNH2,DMCdla5,Jopt,-22488.7557676069,0.0351351419623363,kcal/mol,1100.0,63795.68293577982,1.8735332308872328,0.4958104767490479,0.1557890738805286,0.4602668064073931,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.30085062,64000.0,3,0.2,03_Water-MeNH2,01_2,0.10874608164886013,56_2,-0.025838691028184257,Jopt,-10805.9770610975,0.023093327533983,-11673.9567357852,0.02743363061255,-8.904878114823077,0.05020342683414333,0.2
45,Water,MeNH2,DMCdla5,Jopt,-22485.7847102115,0.0317670171212936,kcal/mol,1136.0,63828.16299559472,1.555690450327338,0.5093770923792985,0.1314362011618605,0.393443590670632,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.3015641,64000.0,3,0.16,03_Water-MeNH2,01_2,0.10874608164886013,56_2,-0.025838691028184257,Jopt,-10804.3226206389,0.0211402021659279,-11672.9764197546,0.0236805616443388,-8.568577208621718,0.04490902497485548,0.16
46,Water,MeNH2,DMCdla5,Jopt,-22483.6149127926,0.0271347013562902,kcal/mol,1313.0,63881.09817419934,1.3046115326635488,0.503812806820425,0.1111596459053701,0.3467666734679315,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.30252543,64000.0,3,0.13,03_Water-MeNH2,01_2,0.10874608164886013,56_2,-0.025838691028184257,Jopt,-10803.0222624461,0.0181919303549716,-11672.3760914793,0.0222959816710154,-8.299466257820313,0.039551853893458,0.13
47,Water,MeNH2,DMCdla5,Jopt,-22481.4963861055,0.0315802799555201,kcal/mol,1050.0,63920.24528846154,1.2754288245949192,0.5143230891700964,0.0889984886175082,0.3223116847378999,linuxpc-intel-slurm-parallel.peta4-knl,192.0,2.92370069,64000.0,3,0.1,03_Water-MeNH2,01_2,0.10874608164886013,56_2,-0.025838691028184257,Jopt,-10801.7717341661,0.0204111042464867,-11671.8091087775,0.0247254438226082,-7.998450552522627,0.04500305357256245,0.1
48,Water,MeNH2,DMCdla5,Jopt,-22480.2340931817,0.0276915275127942,kcal/mol,1208.0,63947.631519198665,1.0972192205920168,0.5177663603014617,0.0731046235682551,0.2987208135615868,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.3041246666666666,64000.0,3,0.08,03_Water-MeNH2,01_2,0.10874608164886013,56_2,-0.025838691028184257,Jopt,-10801.0169802621,0.0176778011199763,-11671.5249372129,0.0215321130951597,-7.77508309732184,0.03928049443135895,0.08
49,Water,MeNH2,DMCdla5,Jopt,-22479.0677044483,0.0277187891200698,kcal/mol,1230.0,63955.65961737077,0.9254150170950476,0.5121676444229089,0.0562690275194048,0.2772237122931352,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.588829875,64000.0,3,0.06,03_Water-MeNH2,01_2,0.10874608164886013,56_2,-0.025838691028184257,Jopt,-10800.3515169432,0.0167959713571462,-11671.250709804,0.0221616177986564,-7.548385091722594,0.039262873399264854,0.06
50,Water,MeNH2,DMCdla5,Jopt,-22478.7270148187,0.0309618123838246,kcal/mol,1275.0,63969.54806324111,0.8397769146479152,0.5268005620240912,0.0474879441575342,0.2794143478469827,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.302061316,64000.0,3,0.05,03_Water-MeNH2,01_2,0.10874608164886013,56_2,-0.025838691028184257,Jopt,-10800.0420482421,0.0158111619887648,-11671.2392389757,0.0228153543862701,-7.528634991522267,0.04158325462607766,0.05
51,Water,MeNH2,DMCdla5,Jopt,-22478.2752353694,0.0284403055142854,kcal/mol,1220.0,63982.87672727273,0.785940991393374,0.5300017737331715,0.0384613554988921,0.275277833573278,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.16413607,64000.0,3,0.04,03_Water-MeNH2,01_2,0.10874608164886013,56_2,-0.025838691028184257,Jopt,-10799.7528425277,0.0168557288713182,-11671.1736055295,0.0192453823430625,-7.431694702821915,0.03825377517396086,0.04
52,Water,MeNH2,DMCdla5,Jopt,-22478.0099117232,0.028734616661334,kcal/mol,1215.0,63980.52920380421,0.6814149300549902,0.536714498632591,0.0291897590189982,0.2796310041931555,linuxpc-intel-slurm-parallel.peta4-knl,192.0,2.9179432224999995,64000.0,3,0.03,03_Water-MeNH2,01_2,0.10874608164886013,56_2,-0.025838691028184257,Jopt,-10799.530248367,0.0153508187984059,-11671.1312241955,0.0219643162782167,-7.431346551318711,0.039290673473800886,0.03
53,Water,MeNH2,DMCdla5,Jopt,-22477.8630379455,0.0283946400450203,kcal/mol,1010.0,63985.3191,0.6049885388389131,0.5130023204278505,0.0196769415585042,0.2247998582527443,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.1673716799999999,64000.0,3,0.02,03_Water-MeNH2,01_2,0.10874608164886013,56_2,-0.025838691028184257,Jopt,-10799.4224072694,0.0177017168451982,-11671.2485436112,0.0195192800807177,-7.274994455519845,0.03873769039867177,0.02
54,Water,MeNH2,DMCdla5,Jopt,-22477.7858848771,0.0317882268325493,kcal/mol,1005.0,63979.799477386936,0.437795101704613,0.5459174978371238,0.0099350696921532,0.2645624323925989,linuxpc-intel-slurm-parallel.peta4-knl,640.0,1.0095328566666666,64000.0,3,0.01,03_Water-MeNH2,01_2,0.10874608164886013,56_2,-0.025838691028184257,Jopt,-10799.3647183752,0.0170527330896363,-11671.2629370768,0.0231351122701991,-7.241136815719074,0.04285464374765821,0.01
55,Water,MeNH2,DMCdla5,Jopt,-22477.9773075846,0.0294435910471048,kcal/mol,1201.5,64001.20395753917,0.2213421705934256,0.5454182606769078,0.0029962185831175,0.2872865520243189,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.5877828999999999,64000.0,3,0.003,03_Water-MeNH2,01_2,0.10874608164886013,56_2,-0.025838691028184257,Jopt,-10799.4010923498,0.0153341871216281,-11671.4407693167,0.0195734924509287,-7.218353308719088,0.038538084477005574,0.003
56,Water,Peptide,DMCdla5,Jopt,-40445.330176479,0.0496527155392869,kcal/mol,1650.0,63562.95956824003,2.6491920635785604,1.0542171566258889,0.2022917228948076,0.6260805558920652,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.6601378999999999,64000.0,4,0.3,04_Water-Peptide,01_2,0.08717102249647724,57_2,0.06704907203675248,Jopt,-10810.0422178178,0.0229451837032987,-29623.6295250469,0.0421357519218765,-11.812653708835569,0.06904560236268047,0.3
57,Water,Peptide,DMCdla5,Jopt,-40438.3436908344,0.0498033700924871,kcal/mol,1275.0,63620.11403162056,2.2391692051222747,1.0168517137825932,0.180201053645931,0.5586069944067303,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.6664263599999999,64000.0,4,0.25,04_Water-Peptide,01_2,0.08717102249647724,57_2,0.06704907203675248,Jopt,-10808.051217961,0.0228259058663577,-29619.3668616453,0.0455146779802947,-11.079831322633254,0.07122488022340918,0.25
58,Water,Peptide,DMCdla5,Jopt,-40431.4704698845,0.0584844092614317,kcal/mol,1100.0,63716.96972477064,2.301573264154797,1.0331452190791126,0.1542833420898758,0.4986146942571221,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.66182854,64000.0,4,0.2,04_Water-Peptide,01_2,0.08717102249647724,57_2,0.06704907203675248,Jopt,-10805.9770610975,0.023093327533983,-29615.1696741565,0.0421738475756686,-10.477954725036398,0.07571235911386055,0.2
